seq_id,family,species,model,embedding_dim,UMAP1,UMAP2
HSP70|Zosterops_borbonicus,HSP70,Zosterops_borbonicus,esm2_t12_35M_UR50D,480,-5.989495,-2.8021169
HSP70|Meleagris_gallopavo,HSP70,Meleagris_gallopavo,esm2_t12_35M_UR50D,480,-6.000349,-2.8230186
HSP70|Haliotis_rufescens,HSP70,Haliotis_rufescens,esm2_t12_35M_UR50D,480,-1.7358252,-9.081727
HSP70|Eulemur_rufifrons,HSP70,Eulemur_rufifrons,esm2_t12_35M_UR50D,480,-5.3743052,-2.6755967
HSP70|Onchocerca_ochengi,HSP70,Onchocerca_ochengi,esm2_t12_35M_UR50D,480,-0.5904865,-9.560547
HSP70|Callorhinus_ursinus,HSP70,Callorhinus_ursinus,esm2_t12_35M_UR50D,480,-5.692286,-2.1824353
HSP70|Vicugna_pacos,HSP70,Vicugna_pacos,esm2_t12_35M_UR50D,480,-5.6776547,-2.2102084
HSP70|Mustela_putorius_furo,HSP70,Mustela_putorius_furo,esm2_t12_35M_UR50D,480,-5.7459307,-2.125466
HSP70|Musotima_nitidalis,HSP70,Musotima_nitidalis,esm2_t12_35M_UR50D,480,-1.5598414,-10.032015
HSP70|Pleurodeles_waltl,HSP70,Pleurodeles_waltl,esm2_t12_35M_UR50D,480,-2.419932,-5.5501266
HSP70|Chelonus_insularis,HSP70,Chelonus_insularis,esm2_t12_35M_UR50D,480,0.037495967,-9.250156
HSP70|Pedinophyceae_sp._YPF-701,HSP70,Pedinophyceae_sp._YPF-701,esm2_t12_35M_UR50D,480,-1.3751156,-10.168013
HSP70|Carlito_syrichta,HSP70,Carlito_syrichta,esm2_t12_35M_UR50D,480,-5.3215885,-2.777875
HSP70|Scaeva_pyrastri,HSP70,Scaeva_pyrastri,esm2_t12_35M_UR50D,480,0.024483332,-8.491637
HSP70|Oncorhynchus_nerka,HSP70,Oncorhynchus_nerka,esm2_t12_35M_UR50D,480,-2.660091,-5.2298803
HSP70|Hyles_vespertilio,HSP70,Hyles_vespertilio,esm2_t12_35M_UR50D,480,-1.4761051,-9.808808
HSP70|Bactrocera_oleae,HSP70,Bactrocera_oleae,esm2_t12_35M_UR50D,480,-0.22454648,-9.133388
HSP70|Homarus_americanus,HSP70,Homarus_americanus,esm2_t12_35M_UR50D,480,-1.7179018,-9.115318
HSP70|Mya_arenaria,HSP70,Mya_arenaria,esm2_t12_35M_UR50D,480,-1.7352483,-9.141325
HSP70|Oreochromis_niloticus,HSP70,Oreochromis_niloticus,esm2_t12_35M_UR50D,480,-2.5426745,-5.349675
HSP70|Bombus_terrestris,HSP70,Bombus_terrestris,esm2_t12_35M_UR50D,480,0.17878346,-9.388603
HSP70|Zerene_cesonia,HSP70,Zerene_cesonia,esm2_t12_35M_UR50D,480,-1.4518871,-9.792313
HSP70|Diachrysia_chrysitis,HSP70,Diachrysia_chrysitis,esm2_t12_35M_UR50D,480,-2.156996,-9.910183
HSP70|Anaspis_maculata,HSP70,Anaspis_maculata,esm2_t12_35M_UR50D,480,-1.4067812,-9.515534
HSP70|Biomphalaria_glabrata,HSP70,Biomphalaria_glabrata,esm2_t12_35M_UR50D,480,-1.678061,-9.041504
HSP70|Dendrolimus_punctatus,HSP70,Dendrolimus_punctatus,esm2_t12_35M_UR50D,480,-1.9116952,-10.102136
HSP70|Dermochelys_coriacea,HSP70,Dermochelys_coriacea,esm2_t12_35M_UR50D,480,-5.1501145,-2.8670893
HSP70|Mythimna_loreyi,HSP70,Mythimna_loreyi,esm2_t12_35M_UR50D,480,-1.6574466,-10.595973
HSP70|Schistosoma_guineensis,HSP70,Schistosoma_guineensis,esm2_t12_35M_UR50D,480,-0.67017084,-9.673976
HSP70|Venusia_cambrica,HSP70,Venusia_cambrica,esm2_t12_35M_UR50D,480,-2.0347652,-9.883584
HSP70|Hydriomena_furcata,HSP70,Hydriomena_furcata,esm2_t12_35M_UR50D,480,-2.2159233,-9.7602415
HSP70|Vespula_pensylvanica,HSP70,Vespula_pensylvanica,esm2_t12_35M_UR50D,480,0.06684467,-9.282872
HSP70|Aethina_tumida,HSP70,Aethina_tumida,esm2_t12_35M_UR50D,480,-0.3762696,-9.090746
HSP70|Lycaena_phlaeas,HSP70,Lycaena_phlaeas,esm2_t12_35M_UR50D,480,-1.9143296,-9.737713
HSP70|Culex_pipiens_pallens,HSP70,Culex_pipiens_pallens,esm2_t12_35M_UR50D,480,-1.6455722,-9.480567
HSP70|Xestia_sexstrigata,HSP70,Xestia_sexstrigata,esm2_t12_35M_UR50D,480,-1.6937109,-10.634407
HSP70|Agriphila_tristella,HSP70,Agriphila_tristella,esm2_t12_35M_UR50D,480,-1.843125,-10.205011
HSP70|Giardia_intestinalis,HSP70,Giardia_intestinalis,esm2_t12_35M_UR50D,480,-1.2683347,-9.752813
HSP70|Lobophora_halterata,HSP70,Lobophora_halterata,esm2_t12_35M_UR50D,480,-1.9358062,-10.078687
HSP70|Trichinella_patagoniensis,HSP70,Trichinella_patagoniensis,esm2_t12_35M_UR50D,480,-0.58530295,-9.55818
HSP70|Cervus_elaphus,HSP70,Cervus_elaphus,esm2_t12_35M_UR50D,480,-5.7174263,-2.1600316
HSP70|Epicampocera_succincta,HSP70,Epicampocera_succincta,esm2_t12_35M_UR50D,480,0.09601876,-8.483109
HSP70|Lamellibrachia_satsuma,HSP70,Lamellibrachia_satsuma,esm2_t12_35M_UR50D,480,-1.8131027,-9.065643
HSP70|Sparganum_proliferum,HSP70,Sparganum_proliferum,esm2_t12_35M_UR50D,480,-2.1952832,-9.848517
HSP70|Tapirus_indicus,HSP70,Tapirus_indicus,esm2_t12_35M_UR50D,480,-5.2260904,-2.7823205
HSP70|Drosophila_ficusphila,HSP70,Drosophila_ficusphila,esm2_t12_35M_UR50D,480,0.09377819,-9.070582
HSP70|Electrophaes_corylata,HSP70,Electrophaes_corylata,esm2_t12_35M_UR50D,480,-1.857753,-9.643149
HSP70|Leptopilina_boulardi,HSP70,Leptopilina_boulardi,esm2_t12_35M_UR50D,480,-0.06165007,-9.533543
HSP70|Oryzias_latipes,HSP70,Oryzias_latipes,esm2_t12_35M_UR50D,480,-2.3468525,-5.627612
HSP70|Verasper_variegatus,HSP70,Verasper_variegatus,esm2_t12_35M_UR50D,480,-2.332522,-5.6907735
HSP70|Acanthopagrus_latus,HSP70,Acanthopagrus_latus,esm2_t12_35M_UR50D,480,-2.5626302,-5.307265
HSP70|Dipus_sagitta,HSP70,Dipus_sagitta,esm2_t12_35M_UR50D,480,-5.3156786,-2.6740952
HSP70|Volucella_bombylans,HSP70,Volucella_bombylans,esm2_t12_35M_UR50D,480,0.11601965,-8.401456
HSP70|Podarcis_raffonei,HSP70,Podarcis_raffonei,esm2_t12_35M_UR50D,480,-4.9699106,-2.9976377
HSP70|Platypus_cylindrus,HSP70,Platypus_cylindrus,esm2_t12_35M_UR50D,480,-0.31921735,-9.283452
HSP70|Allacma_fusca,HSP70,Allacma_fusca,esm2_t12_35M_UR50D,480,-1.4933416,-10.094172
HSP70|Thumatha_senex,HSP70,Thumatha_senex,esm2_t12_35M_UR50D,480,-2.1986809,-9.822081
HSP70|Spodoptera_frugiperda,HSP70,Spodoptera_frugiperda,esm2_t12_35M_UR50D,480,-1.7808946,-9.981084
HSP70|Apocheima_hispidaria,HSP70,Apocheima_hispidaria,esm2_t12_35M_UR50D,480,-1.778303,-9.80561
HSP70|Aporia_crataegi,HSP70,Aporia_crataegi,esm2_t12_35M_UR50D,480,-2.314992,-9.875264
HSP70|Parambassis_ranga,HSP70,Parambassis_ranga,esm2_t12_35M_UR50D,480,-2.5272527,-5.332361
HSP70|Cercocebus_atys,HSP70,Cercocebus_atys,esm2_t12_35M_UR50D,480,-5.3224673,-2.783185
HSP70|Acromyrmex_charruanus,HSP70,Acromyrmex_charruanus,esm2_t12_35M_UR50D,480,0.10769131,-9.20903
HSP70|Vidua_chalybeata,HSP70,Vidua_chalybeata,esm2_t12_35M_UR50D,480,-5.989294,-2.8206675
HSP70|Polyodon_spathula,HSP70,Polyodon_spathula,esm2_t12_35M_UR50D,480,-2.726538,-5.0769296
