seq_id,family,species,model,embedding_dim,UMAP1,UMAP2
HSP70|Zosterops_borbonicus,HSP70,Zosterops_borbonicus,esm2_t12_35M_UR50D,480,-1.1539857,18.380823
HSP70|Meleagris_gallopavo,HSP70,Meleagris_gallopavo,esm2_t12_35M_UR50D,480,-1.1895423,18.340002
HSP70|Haliotis_rufescens,HSP70,Haliotis_rufescens,esm2_t12_35M_UR50D,480,-0.35798308,16.388552
HSP70|Eulemur_rufifrons,HSP70,Eulemur_rufifrons,esm2_t12_35M_UR50D,480,-1.042564,18.578636
HSP70|Onchocerca_ochengi,HSP70,Onchocerca_ochengi,esm2_t12_35M_UR50D,480,1.0361612,14.117979
HSP70|Callorhinus_ursinus,HSP70,Callorhinus_ursinus,esm2_t12_35M_UR50D,480,-0.89970183,18.711946
HSP70|Vicugna_pacos,HSP70,Vicugna_pacos,esm2_t12_35M_UR50D,480,-1.0119411,18.626068
HSP70|Mustela_putorius_furo,HSP70,Mustela_putorius_furo,esm2_t12_35M_UR50D,480,-0.9879158,18.637907
HSP70|Musotima_nitidalis,HSP70,Musotima_nitidalis,esm2_t12_35M_UR50D,480,0.22242458,15.401517
HSP70|Pleurodeles_waltl,HSP70,Pleurodeles_waltl,esm2_t12_35M_UR50D,480,-0.66642874,17.109072
HSP70|Chelonus_insularis,HSP70,Chelonus_insularis,esm2_t12_35M_UR50D,480,0.8552129,14.586506
HSP70|Pedinophyceae_sp._YPF-701,HSP70,Pedinophyceae_sp._YPF-701,esm2_t12_35M_UR50D,480,-0.6763697,16.96477
HSP70|Carlito_syrichta,HSP70,Carlito_syrichta,esm2_t12_35M_UR50D,480,-1.0618526,18.49617
HSP70|Scaeva_pyrastri,HSP70,Scaeva_pyrastri,esm2_t12_35M_UR50D,480,1.391529,14.669743
HSP70|Oncorhynchus_nerka,HSP70,Oncorhynchus_nerka,esm2_t12_35M_UR50D,480,-0.67427045,17.311186
HSP70|Hyles_vespertilio,HSP70,Hyles_vespertilio,esm2_t12_35M_UR50D,480,0.07069897,15.279103
HSP70|Bactrocera_oleae,HSP70,Bactrocera_oleae,esm2_t12_35M_UR50D,480,1.176029,14.260511
HSP70|Homarus_americanus,HSP70,Homarus_americanus,esm2_t12_35M_UR50D,480,-0.32848507,16.2329
HSP70|Mya_arenaria,HSP70,Mya_arenaria,esm2_t12_35M_UR50D,480,-0.27407962,16.106445
HSP70|Oreochromis_niloticus,HSP70,Oreochromis_niloticus,esm2_t12_35M_UR50D,480,-0.7721335,17.420174
HSP70|Bombus_terrestris,HSP70,Bombus_terrestris,esm2_t12_35M_UR50D,480,0.6725759,14.583253
HSP70|Zerene_cesonia,HSP70,Zerene_cesonia,esm2_t12_35M_UR50D,480,0.2869146,15.364375
HSP70|Diachrysia_chrysitis,HSP70,Diachrysia_chrysitis,esm2_t12_35M_UR50D,480,-0.40300018,15.286343
HSP70|Anaspis_maculata,HSP70,Anaspis_maculata,esm2_t12_35M_UR50D,480,0.4066905,15.252801
HSP70|Biomphalaria_glabrata,HSP70,Biomphalaria_glabrata,esm2_t12_35M_UR50D,480,-0.37594646,16.371572
HSP70|Dendrolimus_punctatus,HSP70,Dendrolimus_punctatus,esm2_t12_35M_UR50D,480,-0.106654294,15.457934
HSP70|Dermochelys_coriacea,HSP70,Dermochelys_coriacea,esm2_t12_35M_UR50D,480,-0.89163303,18.004118
