family,seq_id,flagged_by_kmeans_minority,flagged_by_robust_z,high_confidence
CYTC,CYTC|Gossypium_trilobum,True,True,True
CYTC,CYTC|Kwoniella_heveanensis_BCC8398,True,True,True
CYTC,CYTC|Moesziomyces_antarcticus_T-34,True,True,True
CYTC,CYTC|Penicillium_daleae,True,True,True
CYTC,CYTC|Siniperca_chuatsi,True,True,True
CYTC,CYTC|Sarcophaga_caerulescens,True,True,True
CYTC,CYTC|Pneumocystis_oryctolagi,True,True,True
CYTC,CYTC|Colletotrichum_tofieldiae,True,True,True
CYTC,CYTC|Aspergillus_viridinutans,True,True,True
CYTC,CYTC|Hyaloscypha_variabilis_F,True,True,True
CYTC,CYTC|Ilyonectria_sp._MPI-CAGE-AT-0026,False,True,False
CYTC,CYTC|Cladophialophora_yegresii_CBS_114405,True,True,True
CYTC,CYTC|Andrena_minutula,True,True,True
CYTC,CYTC|Emmonsia_crescens,True,True,True
GAPDH,GAPDH|Synanthedon_andrenaeformis,True,True,True
GAPDH,GAPDH|Drepana_falcataria,True,True,True
GAPDH,GAPDH|Rattus_norvegicus,False,True,False
GAPDH,GAPDH|Gautieria_morchelliformis,False,True,False
GAPDH,GAPDH|Mus_musculus_domesticus,False,True,False
GAPDH,GAPDH|Vairimorpha_apis_BRL_01,True,True,True
GAPDH,GAPDH|Teleiodes_luculella,True,True,True
GAPDH,GAPDH|Mus_pahari,False,True,False
GAPDH,GAPDH|Mus_minutoides,False,True,False
GAPDH,GAPDH|Mus_musculus,False,True,False
GAPDH,GAPDH|Porites_evermanni,False,True,False
GAPDH,GAPDH|Apodemus_sylvaticus,False,True,False
GAPDH,GAPDH|Zeuzera_pyrina,True,True,True
GAPDH,GAPDH|Mesocricetus_auratus,True,True,True
GAPDH,GAPDH|Cynocephalus_volans,True,True,True
GAPDH,GAPDH|Operophtera_brumata,False,True,False
HSP70,HSP70|Vidua_chalybeata,False,True,False
HSP70,HSP70|Meleagris_gallopavo,False,True,False
HSP70,HSP70|Cervus_elaphus,False,True,False
HSP70,HSP70|Zosterops_borbonicus,False,True,False
HSP70,HSP70|Pedinophyceae_sp._YPF-701,False,True,False
RPS3,RPS3|Moesziomyces_aphidis,False,True,False
RPS3,RPS3|Colletotrichum_scovillei,False,True,False
RPS3,RPS3|Cervus_hanglu_yarkandensis,False,True,False
RPS3,RPS3|Boletus_edulis,False,True,False
RPS3,RPS3|Bombus_breviceps,False,True,False
RPS3,RPS3|Pyricularia_pennisetigena,False,True,False
RPS3,RPS3|Ateles_geoffroyi,True,True,True
RPS3,RPS3|Tieghemostelium_lacteum,False,True,False
